Country,Region,Facility_Name,Renamed_Facility_Type,Facility_Owner,Latitude,Longitude,Location_Source
Nigeria,Enugu,Udi District Hospital,District Hospital,Government,6.3144,7.4258,Other
Rwanda,East,Nyamata District Hospital,District Hospital,Government,-2.1384,30.0799,GPS
Rwanda,East,Kiziguro District Hospital,District Hospital,Government,-1.7666,30.3848,GPS
Rwanda,East,Ngarama District Hospital,District Hospital,Government,-1.546,30.2429,GPS
Rwanda,East,Gahini District Hospital,District Hospital,Government,-1.8407,30.4832,GPS
Rwanda,East,Rwinkwavu District Hospital,District Hospital,Government,-1.964,30.6141,GPS
Rwanda,East,Kirehe District Hospital,District Hospital,Government,-2.2674,30.6536,GPS
Rwanda,East,Nyagatare District Hospital,District Hospital,Government,-1.2981,30.3262,GPS
Rwanda,Kigali City,Kacyiru District Hospital,District Hospital,Government,-1.9331,30.0752,GPS
Rwanda,Kigali City,Kibagabaga District Hospital,District Hospital,Government,-1.9308,30.112,GPS
Rwanda,Kigali City,Masaka District Hospital,District Hospital,Government,-1.9956,30.1913,GPS
Rwanda,Kigali City,Muhima District Hospital,District Hospital,Government,-1.9367,30.0585,GPS
Rwanda,North,Butaro District Hospital,District Hospital,Government,-1.4089,29.8366,GPS
Rwanda,North,Nemba District Hospital,District Hospital,Government,-1.6377,29.7867,GPS
Rwanda,North,Ruli District Hospital,District Hospital,Government,-1.8296,29.8494,GPS
Rwanda,North,Byumba District Hospital,District Hospital,Government,-1.5893,30.0551,GPS
Rwanda,North,Rutongo District Hospital,District Hospital,Government,-1.8148,30.0598,GPS
Rwanda,South,Gakoma District Hospital,District Hospital,Government,-2.3497,29.9177,GPS
Rwanda,South,Kibilizi District Hospital,District Hospital,Government,-2.6486,29.7834,GPS
Rwanda,South,Kabutare District Hospital,District Hospital,Government,-2.6073,29.7473,GPS
Rwanda,South,Remera Rukoma District Hospital,District Hospital,Government,-1.9387,29.9099,GPS
Rwanda,South,Kabgayi District Hospital,District Hospital,Government,-2.1045,29.7506,GPS
Rwanda,South,Kaduha District Hospital,District Hospital,Government,-2.3333,29.5262,GPS
Rwanda,South,Kigeme District Hospital,District Hospital,Government,-2.4793,29.5258,GPS
Rwanda,South,Nyanza District Hospital,District Hospital,Government,-2.3526,29.7493,GPS
Rwanda,South,Munini District Hospital,District Hospital,Government,-2.7134,29.5355,GPS
Rwanda,South,Gitwe District Hospital,District Hospital,Government,-2.247,29.6893,GPS
Rwanda,West,Kirinda District Hospital,District Hospital,Government,-1.9349,29.6253,GPS
Rwanda,West,Mugonero District Hospital,District Hospital,Government,-2.1808,29.2927,GPS
Rwanda,West,Kabaya District Hospital,District Hospital,Government,-1.7472,29.5373,GPS
Rwanda,West,Muhororo District Hospital,District Hospital,Government,-1.9485,29.3618,GPS
Rwanda,West,Shyira District Hospital,District Hospital,Government,-1.682,29.6291,GPS
Rwanda,West,Kibogora District Hospital,District Hospital,Government,-2.3262,29.1322,GPS
Rwanda,West,Gisenyi District Hospital,District Hospital,Government,-1.7021,29.2623,GPS
Rwanda,West,Gihundwe District Hospital,District Hospital,Government,-2.483,28.9147,GPS
Rwanda,West,Mibilizi District Hospital,District Hospital,Government,-2.5676,28.9537,GPS
Rwanda,West,Murunda District Hospital,District Hospital,Government,-1.9068,29.3761,GPS
South Africa,Eastern Cape,Greenville Hospital,District Hospital,Government,-30.9316,30.1089,GPS
South Africa,Eastern Cape,Madzikane kaZulu Memorial Hospital,District Hospital,Government,-30.9009,28.9956,GPS
South Africa,Eastern Cape,Mount Ayliff Hospital,District Hospital,Government,-30.8052,29.3596,GPS
South Africa,Eastern Cape,Sipetu Hospital,District Hospital,Government,-31.0917,29.1873,GPS
South Africa,Eastern Cape,St Patrick's Hospital,District Hospital,Government,-30.8654,29.8516,GPS
South Africa,Eastern Cape,Tayler Bequest Hospital,District Hospital,Government,-30.3327,28.802,GPS
South Africa,Eastern Cape,Adelaide Hospital,District Hospital,Government,-32.7009,26.2943,GPS
South Africa,Eastern Cape,Bedford Hospital,District Hospital,Government,-32.6762,26.0831,GPS
South Africa,Eastern Cape,Butterworth Hospital,District Hospital,Government,-32.3323,28.1388,GPS
South Africa,Eastern Cape,Cathcart Hospital,District Hospital,Government,-32.2902,27.1369,GPS
South Africa,Eastern Cape,Fort Beaufort Hospital,District Hospital,Government,-32.7802,26.6336,GPS
South Africa,Eastern Cape,Komga Hospital,District Hospital,Government,-32.576,27.8958,GPS
South Africa,Eastern Cape,Madwaleni Hospital,District Hospital,Government,-32.0958,28.8788,GPS
South Africa,Eastern Cape,Nompumelelo Hospital,District Hospital,Government,-33.2092,27.1324,GPS
South Africa,Eastern Cape,SS Gida Hospital,District Hospital,Government,-32.6745,27.1435,GPS
South Africa,Eastern Cape,Stutterheim Hospital,District Hospital,Government,-32.5713,27.4194,GPS
South Africa,Eastern Cape,Tafalofefe Hospital,District Hospital,Government,-32.4102,28.5183,GPS
South Africa,Eastern Cape,Victoria Hospital,District Hospital,Government,-32.7752,26.8468,GPS
South Africa,Eastern Cape,Bhisho Hospital,District Hospital,Government,-32.8277,27.4552,GPS
South Africa,Eastern Cape,Grey Hospital,District Hospital,Government,-32.8793,27.3958,GPS
South Africa,Eastern Cape,All Saints Hospital,District Hospital,Government,-31.6619,28.0504,GPS
South Africa,Eastern Cape,Cala Hospital,District Hospital,Government,-31.5223,27.6827,GPS
South Africa,Eastern Cape,Cofimvaba Hospital,District Hospital,Government,-32.0119,27.5835,GPS
South Africa,Eastern Cape,Cradock Hospital,District Hospital,Government,-32.1673,25.6224,GPS
South Africa,Eastern Cape,Dordrecht Hospital,District Hospital,Government,-31.3913,27.0456,GPS
South Africa,Eastern Cape,Elliot Hospital,District Hospital,Government,-31.3371,27.838,GPS
South Africa,Eastern Cape,Glen Grey Hospital,District Hospital,Government,-31.7199,27.1994,GPS
South Africa,Eastern Cape,Hewu Hospital,District Hospital,Government,-32.1727,26.8052,GPS
South Africa,Eastern Cape,Indwe Hospital,District Hospital,Government,-31.4683,27.3404,GPS
South Africa,Eastern Cape,Martje Venter Hospital,District Hospital,Government,-32.0089,26.2588,GPS
South Africa,Eastern Cape,Mjanyana Hospital,District Hospital,Government,-31.836,28.1038,GPS
South Africa,Eastern Cape,Molteno Hospital,District Hospital,Government,-31.3916,26.3555,GPS
South Africa,Eastern Cape,Sterkstroom Hospital,District Hospital,Government,-31.5531,26.5534,GPS
South Africa,Eastern Cape,Wilhelm Stahl Middelburg Hospital,District Hospital,Government,-31.4917,24.9935,GPS
South Africa,Eastern Cape,Aliwal North Hospital,District Hospital,Government,-30.6969,26.7072,GPS
South Africa,Eastern Cape,Burgersdorp Hospital,District Hospital,Government,-30.9935,26.314,GPS
South Africa,Eastern Cape,Cloete Joubert Barkly East Hospital,District Hospital,Government,-30.9676,27.5851,GPS
South Africa,Eastern Cape,Empilisweni Hospital,District Hospital,Government,-30.5332,27.3534,GPS
South Africa,Eastern Cape,Jamestown Hospital,District Hospital,Government,-31.1236,26.8074,GPS
South Africa,Eastern Cape,Lady Grey Hospital,District Hospital,Government,-30.7128,27.2119,GPS
South Africa,Eastern Cape,Maclear Hospital,District Hospital,Government,-31.0759,28.3478,GPS
South Africa,Eastern Cape,St Francis Hospital,District Hospital,Government,-30.6887,26.6992,GPS
South Africa,Eastern Cape,Steynsburg Hospital,District Hospital,Government,-31.2932,25.8132,GPS
South Africa,Eastern Cape,Taylor Bequest Hospital,District Hospital,Government,-30.6894,28.5096,GPS
South Africa,Eastern Cape,Umlamli Hospital,District Hospital,Government,-30.5604,27.4746,GPS
South Africa,Eastern Cape,Uitenhage Hospital,District Hospital,Government,-33.7415,25.4068,GPS
South Africa,Eastern Cape,Bambisana Hospital,District Hospital,Government,-31.4501,29.454,GPS
South Africa,Eastern Cape,Canzibe Hospital,District Hospital,Government,-31.8088,29.0659,GPS
South Africa,Eastern Cape,Dr Malizo Mpehle Memorial Hospital,District Hospital,Government,-31.3165,28.7781,GPS
South Africa,Eastern Cape,Holy Cross Hospital,District Hospital,Government,-31.0812,29.4953,GPS
South Africa,Eastern Cape,Isilimela Hospital,District Hospital,Government,-31.7342,29.3589,GPS
South Africa,Eastern Cape,Nessie Knight Hospital,District Hospital,Government,-31.0091,28.6822,GPS
South Africa,Eastern Cape,St Barnabas Hospital,District Hospital,Government,-31.5642,29.1162,GPS
South Africa,Eastern Cape,St Lucy's Hospital,District Hospital,Government,-31.3007,28.6298,GPS
South Africa,Eastern Cape,Zitulele Hospital,District Hospital,Government,-32.0505,29.0916,GPS
South Africa,Eastern Cape,Settlers Hospital,District Hospital,Government,-33.3024,26.5146,GPS
South Africa,Eastern Cape,Aberdeen Hospital,District Hospital,Government,-32.4862,24.0609,GPS
South Africa,Eastern Cape,Andries Vosloo Hospital,District Hospital,Government,-32.7218,25.5953,GPS
South Africa,Eastern Cape,BJ Vorster Kareedouw Hospital,District Hospital,Government,-33.9515,24.2979,GPS
South Africa,Eastern Cape,Humansdorp Hospital,District Hospital,Government,-34.0302,24.7814,GPS
South Africa,Eastern Cape,Midland Hospital,District Hospital,Government,-32.2608,24.5362,GPS
South Africa,Eastern Cape,Port Alfred Hospital,District Hospital,Government,-33.5953,26.8831,GPS
South Africa,Eastern Cape,SAWAS Memorial Jansenville Hospital,District Hospital,Government,-32.9422,24.662,GPS
South Africa,Eastern Cape,Sundays Valley Kirkwood Hospital,District Hospital,Government,-33.3947,25.44,GPS
South Africa,Eastern Cape,Willowmore Hospital,District Hospital,Government,-33.3004,23.4676,GPS
South Africa,Free State,Fezi Ngumbentombi Hospital,District Hospital,Government,-26.8014,27.8276,GPS
South Africa,Free State,Mafube Hospital,District Hospital,Government,-27.2788,28.5002,GPS
South Africa,Free State,Parys Hospital,District Hospital,Government,-26.8959,27.4721,GPS
South Africa,Free State,Tokollo Hospital,District Hospital,Government,-27.2891,27.9617,GPS
South Africa,Free State,Katleho Hospital,District Hospital,Government,-28.1105,26.858,GPS
South Africa,Free State,Mohau Hospital,District Hospital,Government,-27.8323,25.9154,GPS
South Africa,Free State,Nala Hospital,District Hospital,Government,-27.3946,26.6178,GPS
South Africa,Free State,Thusanong Hospital,District Hospital,Government,-27.8773,26.6592,GPS
South Africa,Free State,Winburg Hospital,District Hospital,Government,-28.5098,27.008,GPS
South Africa,Free State,Botshabelo Hospital,District Hospital,Government,-29.2325,26.7157,GPS
South Africa,Free State,Dr JS Moroka Hospital,District Hospital,Government,-29.2045,26.8347,GPS
South Africa,Free State,National District Hospital,District Hospital,Government,-29.127,26.2064,GPS
South Africa,Free State,Elizabeth Ross Hospital,District Hospital,Government,-28.589,28.8176,GPS
South Africa,Free State,Itemoheng Hospital,District Hospital,Government,-28.3274,27.6055,GPS
South Africa,Free State,John Daniel Newberry Hospital,District Hospital,Government,-28.91,27.5742,GPS
South Africa,Free State,Nketoana Hospital,District Hospital,Government,-27.8028,28.4189,GPS
South Africa,Free State,Phekolong Hospital,District Hospital,Government,-28.2176,28.3265,GPS
South Africa,Free State,Phumelela Hospital,District Hospital,Government,-27.4335,29.1558,GPS
South Africa,Free State,Phuthuloha Hospital,District Hospital,Government,-28.8813,27.872,GPS
South Africa,Free State,Senorita Ntlabathi Hospital,District Hospital,Government,-29.2029,27.4481,GPS
South Africa,Free State,Thebe Hospital,District Hospital,Government,-28.2722,29.1381,GPS
South Africa,Free State,Diamond Hospital,District Hospital,Government,-29.7603,25.4232,GPS
South Africa,Free State,Embekweni Hospital,District Hospital,Government,-30.2921,27.0754,GPS
South Africa,Free State,Matlakeng Hospital,District Hospital,Government,-30.2968,27.1004,Google earth
South Africa,Free State,Stoffel Coetzee Hospital,District Hospital,Government,-30.2177,26.5244,GPS
South Africa,Gauteng,Bheki Mlangeni District Hospital,District Hospital,Government,-26.2478,27.8569,GPS
South Africa,Gauteng,South Rand Hospital,District Hospital,Government,-26.2529,28.0621,GPS
South Africa,Gauteng,Bronkhorstspruit Hospital,District Hospital,Government,-25.8033,28.7169,GPS
South Africa,Gauteng,Jubilee Hospital,District Hospital,Government,-25.403,28.2658,GPS
South Africa,Gauteng,Odi Hospital,District Hospital,Government,-25.5184,28.0225,GPS
South Africa,Gauteng,Pretoria West Hospital,District Hospital,Government,-25.7365,28.1396,GPS
South Africa,Gauteng,Tshwane District Hospital,District Hospital,Government,-25.7327,28.2026,GPS
South Africa,Gauteng,Bertha Gxowa Hospital,District Hospital,Government,-26.2197,28.1631,GPS
South Africa,Gauteng,Heidelberg Hospital,District Hospital,Government,-26.5036,28.3513,GPS
South Africa,Gauteng,Kopanong Hospital,District Hospital,Government,-26.6379,27.9333,GPS
South Africa,Gauteng,Carletonville Hospital,District Hospital,Government,-26.347,27.3945,GPS
South Africa,Gauteng,Dr Yusuf Dadoo Hospital,District Hospital,Government,-26.0996,27.7839,GPS
South Africa,KwaZulu-Natal,Niemeyer Memorial Hospital,District Hospital,Government,-27.6519,30.0712,GPS
South Africa,KwaZulu-Natal,McCords Hospital,District Hospital,Government,-29.8382,30.9969,GPS
South Africa,KwaZulu-Natal,Osindisweni Hospital,District Hospital,Government,-29.6082,30.9832,GPS
South Africa,KwaZulu-Natal,St Mary's Hospital Mariannhill,District Hospital,Government,-29.849,30.8249,GPS
South Africa,KwaZulu-Natal,Wentworth Hospital,District Hospital,Government,-29.9329,30.9892,GPS
South Africa,KwaZulu-Natal,Christ the King Hospital,District Hospital,Government,-30.1627,30.0779,GPS
South Africa,KwaZulu-Natal,East Griqualand and Usher Memorial Hospital,District Hospital,Government,-30.5458,29.4154,GPS
South Africa,KwaZulu-Natal,Rietvlei Hospital,District Hospital,Government,-30.4878,29.8248,GPS
South Africa,KwaZulu-Natal,St Apollinaris Hospital,District Hospital,Government,-30.0165,29.7258,GPS
South Africa,KwaZulu-Natal,Montebello Hospital,District Hospital,Government,-29.4394,30.8072,GPS
South Africa,KwaZulu-Natal,Umphumulo Hospital,District Hospital,Government,-29.1425,31.0426,GPS
South Africa,KwaZulu-Natal,Untunjambili Hospital,District Hospital,Government,-28.942,30.9485,GPS
South Africa,KwaZulu-Natal,Catherine Booth Hospital,District Hospital,Government,-28.9976,31.4747,GPS
South Africa,KwaZulu-Natal,Ekhombe Hospital,District Hospital,Government,-28.6413,30.8932,GPS
South Africa,KwaZulu-Natal,Eshowe Hospital,District Hospital,Government,-28.891,31.4665,GPS
South Africa,KwaZulu-Natal,KwaMagwaza Hospital,District Hospital,Government,-28.6293,31.3411,GPS
South Africa,KwaZulu-Natal,Mbongolwane Hospital,District Hospital,Government,-28.9354,31.1954,GPS
South Africa,KwaZulu-Natal,Nkandla Hospital,District Hospital,Government,-28.6245,31.0868,GPS
South Africa,KwaZulu-Natal,GJ Crooke's Hospital,District Hospital,Government,-30.2882,30.7449,GPS
South Africa,KwaZulu-Natal,Murchison Hospital,District Hospital,Government,-30.728,30.344,GPS
South Africa,KwaZulu-Natal,St Andrew's Hospital,District Hospital,Government,-30.5755,29.8893,GPS
South Africa,KwaZulu-Natal,Appelsbosch Hospital,District Hospital,Government,-29.3898,30.8427,GPS
South Africa,KwaZulu-Natal,Northdale Hospital,District Hospital,Government,-29.5756,30.4027,GPS
South Africa,KwaZulu-Natal,Bethesda Hospital,District Hospital,Government,-27.5741,32.0821,GPS
South Africa,KwaZulu-Natal,Hlabisa Hospital,District Hospital,Government,-28.1455,31.8807,GPS
South Africa,KwaZulu-Natal,Manguzi Hospital,District Hospital,Government,-26.984,32.7564,GPS
South Africa,KwaZulu-Natal,Mosvold Hospital,District Hospital,Government,-27.1383,32.0047,GPS
South Africa,KwaZulu-Natal,Mseleni Hospital,District Hospital,Government,-27.3256,32.5566,GPS
South Africa,KwaZulu-Natal,Charles Johnson Memorial Hospital,District Hospital,Government,-28.2119,30.6729,GPS
South Africa,KwaZulu-Natal,Church of Scotland Hospital,District Hospital,Government,-28.7476,30.4509,GPS
South Africa,KwaZulu-Natal,Dundee Hospital,District Hospital,Government,-28.1729,30.2297,GPS
South Africa,KwaZulu-Natal,Greytown Hospital,District Hospital,Government,-29.0657,30.6,GPS
South Africa,KwaZulu-Natal,Benedictine Hospital,District Hospital,Government,-27.891,31.6393,GPS
South Africa,KwaZulu-Natal,Ceza Hospital,District Hospital,Government,-27.996,31.3772,GPS
South Africa,KwaZulu-Natal,Emmaus Hospital,District Hospital,Government,-28.8524,29.3813,GPS
South Africa,KwaZulu-Natal,Estcourt Hospital,District Hospital,Government,-29.0205,29.8939,GPS
South Africa,KwaZulu-Natal,Itshelejuba Hospital,District Hospital,Government,-27.2774,31.348,GPS
South Africa,KwaZulu-Natal,Nkonjeni Hospital,District Hospital,Government,-28.2266,31.4148,GPS
